ar_doi;au_id;au_in_article;au_byline;au_position;au_h-index;au_c01;au_c02;au_c03;au_c04;au_c05;au_c06;au_c07;au_c08;au_c09;au_c10;
10.1001/jama.2013.5670;6603852358;7;0;1;22;0,25;0,142857143;0,25;0;0,333333333;0;0,333333333;0;0,142857143;0,5;
10.1001/jama.2015.11648;6601982970;7;0,5;4;23;0,333333333;0,142857143;0,333333333;0,5;0;0;0,5;0,142857143;0;0;
10.1001/jama.2012.13415;7005116163;7;0,166666667;2;26;0,333333333;0,142857143;0;0;0;0,5;0,5;0;0,142857143;0,333333333;
10.1001/jama.2012.13415;7004034755;7;1;7;60;0,333333333;0,142857143;0;0;0,5;0;0,5;0;0,142857143;0,333333333;
10.1001/jama.2013.282173;7005375318;12;0;1;28;0,111111111;0,090909091;0,5;0;0,333333333;0,166666667;0,5;0;0,125;0,125;
10.1001/jama.2008.600;7006081424;10;0;1;67;0,166666667;0,1;0,5;0,333333333;0,142857143;0,125;0,333333333;0;0,125;0,125;
10.1001/jama.2014.13381;55175599900;5;0,75;4;12;0;0,2;0;0;0;1;0,5;0,25;0;0;
10.1001/jama.300.12.1417;7006816133;6;0,2;2;21;0,5;0,166666667;0,5;0,333333333;0;0;0;0;0,2;0,25;
10.1001/jama.2012.14312;40361561600;6;0;1;18;0,333333333;0,166666667;0,5;0,25;0,5;0;0;0;0,2;0;
10.1001/jama.2010.1086;19337299300;7;1;7;7;0,5;0,25;0,2;0;0,25;0,25;0,333333333;0;0,166666667;0;
10.1001/jama.2009.1902;35301243900;5;0,5;3;3;0;0,2;0,333333333;0;0,5;0,333333333;0;0;0,25;0,333333333;
10.1001/jama.299.6.665;7102571183;6;0,2;2;55;0,25;0,2;0,25;0,333333333;0;0;0,333333333;0;0,25;0,333333333;
10.1001/jama.2012.14805;57202563853;10;1;10;112;0,142857143;0,111111111;0,5;0,25;0,2;0,142857143;0,333333333;0;0,142857143;0,125;
10.1001/jama.2015.18604;35380612100;9;0,75;7;76;0,166666667;0;0,25;0;1;0,166666667;0,25;0,111111111;0;0;
10.1001/jama.2014.16819;7401596757;15;0;1;52;0,2;0,066666667;0,5;0;0,111111111;0;1;0,066666667;0;0;
10.1001/jama.2010.1505;35371747900;12;1;12;62;0,166666667;0,090909091;0,25;0,333333333;0,333333333;0;0,5;0;0,142857143;0,125;
10.1001/jama.2009.1738;7004388488;9;0,875;8;88;0,2;0;0,25;0;0,333333333;0,5;0,333333333;0;0,125;0,2;
10.1001/jama.2009.639;21640520500;13;0;1;35;0,25;0,083333333;0,333333333;0,5;0,333333333;0,111111111;0;0;0,125;0,2;
10.1001/jama.2009.1384;7004671892;7;0;1;7;0,2;0,142857143;0,166666667;0;0,5;0,2;0,333333333;0;0,142857143;0,25;
10.1001/jama.2010.1983;7202842093;6;1;6;103;0,2;0,2;0;0;0;0,333333333;1;0;0,2;0;
10.1001/jama.2009.205;36045760600;5;0,75;4;179;0,2;0,2;0;0;0,333333333;1;0;0;0,2;0;
10.1001/jama.2013.6882;23006435800;11;0,3;4;22;0;0,1;0,2;0;0,2;1;0;0;0,1;0,333333333;
10.1001/jama.2012.70830;55855286400;5;0,25;2;2;0,2;0,2;0,25;0;0,25;0,5;0;0;0,2;0,333333333;
10.1001/jama.2010.1192;6603734182;7;0;1;55;0,333333333;0;0,333333333;0;0,333333333;0,2;0,333333333;0;0,2;0,2;
10.1001/jama.2010.1192;6506148893;7;0,166666667;2;15;0,333333333;0,2;0,333333333;0;0,333333333;0,2;0,333333333;0;0;0,2;
10.1001/jama.2013.3519;7202749318;25;1;25;205;0,5;0,04;0;0;0,1;0;1;0;0,25;0,041666667;
10.1001/jama.2009.1529;7003815865;10;1;10;56;0,2;0,2;0,1;0,142857143;0,333333333;0,2;0,5;0;0,142857143;0,111111111;
10.1001/jama.2015.280;40361288700;10;1;10;7;0,142857143;0,142857143;0,111111111;0;0,2;0,333333333;1;0;0;0;
10.1001/jama.2011.99;6701811527;14;1;14;51;0,2;0,071428571;0,5;0;0,333333333;0,2;0;0;0,125;0,5;
10.1001/jama.2010.884;6701523697;7;0,333333333;3;36;0,333333333;0,142857143;0;0;0,333333333;0,142857143;0,5;0;0,142857143;0,333333333;
10.1001/jama.2010.884;35353341300;7;1;7;98;0,333333333;0,142857143;0;0;0,333333333;0,142857143;0,5;0;0,142857143;0,333333333;
10.1001/jama.299.3.296;7101719250;7;1;7;78;0,333333333;0,142857143;0,5;0,25;0,333333333;0;0,166666667;0;0;0,2;
10.1001/jama.2011.478;55613238636;7;0,166666667;2;1;0,25;0,142857143;0,5;0,333333333;0;0,5;0;0;0,2;0;
10.1001/jama.2011.22;57203775278;9;1;9;23;0,333333333;0,111111111;0;0;0,2;0,333333333;0,333333333;0;0,111111111;0,5;
10.1001/jama.2012.216237;7005360682;9;1;9;64;0,333333333;0,111111111;0,333333333;0,333333333;0,166666667;0;0,5;0;0,142857143;0;
10.1001/jama.2009.1198;8545485200;11;0;1;24;0,333333333;0,090909091;0,142857143;0,25;0,2;0,125;0,5;0;0,111111111;0,166666667;
10.1001/jama.2009.1266;6701556756;12;0;1;39;0,166666667;0;0,5;1;0;0;0;0;0,25;0;
10.1001/jama.2009.1487;57203440796;6;0,4;3;35;0,25;0,25;0;0;0,5;0,5;0;0;0,166666667;0,25;
10.1001/jama.2012.216219;36982724500;7;0,166666667;2;14;0,166666667;0;0,5;0,5;0;0;0;0;0,25;0,5;
10.1001/jama.300.6.691;8634127600;7;0,166666667;2;30;0,25;0;0,5;0;0;0,5;0,5;0;0,166666667;0;
10.1001/jama.2010.594;35293767600;7;0,166666667;2;14;0;0;0,5;0,25;0;0,5;0;0;0,166666667;0,5;
10.1001/jama.2015.17296;57203642748;4;0,666666667;3;16;0,333333333;0,5;0;0;0,333333333;0;0,5;0,25;0;0;
10.1001/jama.2015.17296;7102452820;4;1;4;111;0,333333333;0;0,5;0;0,333333333;0;0,5;0,25;0;0;
10.1001/jama.2009.1462;23388273700;4;0,333333333;2;8;0,25;0,333333333;0,25;0,5;0;0;0;0;0,25;0,333333333;
10.1001/jama.2009.761;23493039000;4;0;1;15;0,333333333;0,25;0,5;0,25;0;0;0;0;0,25;0,333333333;
10.1001/jama.2012.14126;7402593341;4;0,333333333;2;10;0,333333333;0,25;0,5;0,25;0;0;0;0;0,25;0,333333333;
10.1001/jama.2010.314;7003806204;4;1;4;34;0,333333333;0,333333333;0,25;0,25;0,5;0;0;0;0,25;0;
10.1001/jama.2012.9136;54389277800;6;0;1;24;0,333333333;0;1;0,333333333;0;0;0;0;0,25;0;
10.1001/jama.2016.13985;6701496870;8;1;8;89;0;0,125;0,333333333;0,333333333;1;0;0;0,125;0;0;
10.1001/jama.2011.188;7003398367;9;0,25;3;62;0,25;0,125;0,333333333;0,333333333;0,25;0;0,25;0;0,125;0,25;
10.1001/jama.2014.3316;24323791700;12;0;1;31;0,083333333;0,333333333;0,333333333;0,333333333;0,333333333;0,083333333;0,333333333;0,083333333;0;0;
10.1001/jama.2014.3316;25421824100;12;0,181818182;3;19;0,083333333;0,333333333;0,333333333;0,333333333;0,333333333;0,083333333;0,333333333;0,083333333;0;0;
10.1001/jama.2014.3316;57196681931;12;0,636363636;8;1;0,083333333;0,333333333;0,333333333;0,333333333;0,333333333;0,083333333;0,333333333;0,083333333;0;0;
10.1001/jama.2013.4982;57201960726;11;0,1;2;32;0,2;0,1;0;0;1;0;0;0;0,111111111;0,5;
10.1001/jama.299.23.2770;7203016330;14;1;14;42;0,111111111;0,071428571;0,2;0;1;0;0,2;0;0,2;0,125;
10.1001/jama.2008.553;14822965400;5;0;1;29;0,5;0,2;0,5;0;0,5;0;0;0;0,2;0;
10.1001/jama.2009.460;7004228196;5;0,25;2;62;0,333333333;0,2;0;0;0,333333333;0;0,5;0;0,2;0,333333333;
10.1001/jama.2009.1242;22835710600;5;0;1;18;0,333333333;0,2;0,333333333;0,5;0;0;0;0;0,2;0,333333333;
10.1001/jama.2014.1878;57203627482;7;1;7;39;0,333333333;0,2;0,25;0,5;0,25;0;0;0;0,2;0,166666667;
10.1001/jama.2010.784;7102477985;10;1;10;88;0,333333333;0,1;0,2;0;0,333333333;0,5;0,333333333;0;0,1;0;
10.1001/jama.300.3.295;7401459831;5;0,25;2;61;0,25;0,2;0;0;0,25;0,333333333;0,333333333;0;0,2;0,333333333;
10.1001/jama.300.3.295;7401762185;5;1;5;37;0,25;0,2;0;0;0,25;0,333333333;0,333333333;0;0,2;0,333333333;
10.1001/jama.2013.277129;35084890300;9;0,25;3;6;0,25;0,111111111;0,333333333;0,2;0,166666667;0;0,5;0;0,166666667;0,166666667;
10.1001/jama.299.14.1669;23485546100;7;0,166666667;2;19;0;0,25;0,142857143;1;0;0;0;0;0,5;0;
10.1001/jama.2010.1287;35774203000;7;0;1;11;0,166666667;0,142857143;0,5;0,25;0;0,333333333;0;0;0,166666667;0,333333333;
10.1001/jama.2012.6434;6603071205;7;0;1;18;0;0,142857143;0,5;0,5;0;0;0,5;0;0,25;0;
10.1001/jama.2010.287;7005645472;7;1;7;65;0,25;0,142857143;0,25;0;0,333333333;0;0,333333333;0;0,25;0,333333333;
10.1001/jama.2012.6607;6701551751;7;0;1;34;0,2;0,166666667;0,2;0;0,333333333;0,2;0,333333333;0;0,2;0,25;
10.1001/jama.2011.1029;57195428878;14;1;14;115;0,166666667;0,071428571;0,166666667;0,25;0,5;0,083333333;0,5;0;0,142857143;0;
10.1001/jama.2010.851;6602582057;7;0,333333333;3;40;0,2;0,2;0;0;0,333333333;0;0;0;0,142857143;1;
10.1001/jama.2010.1318;6603189362;11;1;11;78;0,333333333;0,090909091;0,333333333;0;0,333333333;0;0,5;0;0,166666667;0,111111111;
10.1001/jama.2009.1548;16244331800;6;1;6;12;0,2;0,166666667;0;0,25;0,5;0,25;0;0;0,25;0,25;
10.1001/jama.2010.594;7202311794;7;1;7;61;0,25;0,2;0;0;0,5;0,5;0,25;0;0,166666667;0;
10.1001/jama.299.19.2279;8528197300;5;0;1;25;0,5;0,25;0,333333333;0,333333333;0;0;0;0;0,2;0,25;
10.1001/jama.2009.1137;25622247000;5;0;1;9;0,5;0,2;0,5;0,333333333;0;0;0;0;0,333333333;0;
10.1001/jama.2015.6822;26656105800;5;0;1;16;0,333333333;0,25;0,333333333;0,25;0,5;0;0;0,2;0;0;
10.1001/jama.2011.1499;7403192429;6;0,6;4;70;0,25;0,166666667;0,2;0,333333333;0,333333333;0,333333333;0;0;0,25;0;
10.1001/jama.2012.13356;37002230800;6;0;1;8;0,333333333;0,25;0,2;0,333333333;0;0,25;0;0;0,25;0,25;
10.1001/jama.2013.279208;35379243200;7;1;7;102;0,25;0;0,333333333;0;0,5;0;0,333333333;0;0,2;0,25;
10.1001/jama.2015.13764;7401481416;11;1;11;51;0,166666667;0,090909091;0,333333333;0;0,5;0,333333333;0,333333333;0,1;0;0;
10.1001/jama.2015.13764;23990203800;11;0;1;24;0,166666667;0,090909091;0,333333333;0;0,5;0,333333333;0,333333333;0,1;0;0;
10.1001/jama.2012.36522;7202285983;10;1;10;78;0,111111111;0,1;0;0;0,5;0,142857143;1;0;0;0;
10.1001/jama.2013.108769;7005837673;5;1;5;96;0,25;0,2;0,2;0;0;0;1;0;0,2;0;
10.1001/jama.2010.1376;36051587400;6;1;6;106;0,2;0,166666667;0,25;0;0,5;0,333333333;0;0;0,2;0,2;
10.1001/jama.2009.1836;35370223800;11;0,1;2;86;0,5;0,1;0;1;0;0;0;0;0,125;0,125;
10.1001/jama.2016.0019;6508093429;19;1;19;31;0,333333333;0,058823529;0,2;0,333333333;0,333333333;0,2;0,333333333;0,055555556;0;0;
10.1001/jama.2011.1604;36065734400;7;1;7;143;0,25;0,142857143;0;0,2;0,333333333;0;0,5;0;0,166666667;0,25;
10.1001/jama.2011.1604;7202396338;7;0;1;21;0,25;0,142857143;0,5;0,2;0,333333333;0;0;0;0,166666667;0,25;
10.1001/jama.2010.2000;6603438488;7;0,166666667;2;18;0,166666667;0,142857143;0;0;0;0,333333333;0,5;0;0,2;0,5;
10.1001/jama.2014.9646;26422085300;7;0;1;21;0,25;0,142857143;0,5;0,5;0;0,25;0;0,2;0;0;
10.1001/jama.2012.7844;7403883317;9;0,875;8;85;0,25;0,111111111;0,333333333;0;0,333333333;0;0,5;0;0,166666667;0,142857143;
10.1001/jama.2012.14805;7006081424;10;0;1;67;0,142857143;0;0,5;0,25;0,2;0,142857143;0,333333333;0;0,142857143;0,125;
10.1001/jama.2007.65;7401523177;14;0;1;54;0,25;0,090909091;0,142857143;0,25;0,5;0;0,5;0;0;0,1;
10.1001/jama.2007.65;8951981700;14;1;14;23;0,25;0,090909091;0,142857143;0,25;0,5;0;0,5;0;0;0,1;
10.1001/jama.299.20.2406;7401822050;5;1;5;54;0,333333333;0,25;0;0,25;0;0;0,5;0;0,25;0,25;
10.1001/jama.2011.370;26643839800;7;0;1;29;0,166666667;0;0,5;0,5;0;0;0,5;0;0,166666667;0;
10.1001/jama.2011.370;35492620700;7;1;7;62;0,166666667;0,166666667;0;0;0,333333333;0;0,5;0;0,166666667;0,5;
10.1001/jama.2010.1862;6603586281;4;0,333333333;2;37;0,25;0,25;0,25;0,333333333;0;0;0,5;0;0,25;0;
10.1001/jama.2009.126;7403392472;4;0,333333333;2;5;0,25;0,25;0,25;0,25;0;0;0,25;0;0,25;0,333333333;
10.1001/jama.2013.280490;55957141400;4;0;1;3;0,5;0;0,25;0,333333333;0;0;0;0;0,25;0,5;
10.1001/jama.2009.1669;7005577343;4;0,666666667;3;49;0,25;0,333333333;0,25;0,25;0,5;0;0;0;0,25;0;
10.1001/jama.2007.64;7101721195;4;1;4;44;0,5;0,333333333;0;0;1;0;0;0;0;0;
10.1001/jama.2009.722;15022396200;4;0,333333333;2;36;0,25;0,25;0;0,333333333;0;0,25;0;0;0,25;0,5;
10.1001/jama.2009.722;7004884132;4;0,666666667;3;43;0,25;0,25;0,5;0,333333333;0;0,25;0;0;0,25;0;
10.1001/jama.2010.1635;22136938700;5;0;1;8;0,5;0,25;0,5;0,333333333;0;0;0;0;0,25;0;
10.1001/jama.2015.3077;55916110700;6;0,2;2;4;0,25;0,166666667;0,25;0;0,333333333;0,333333333;0,333333333;0,166666667;0;0;
10.1001/jama.2010.78;7006208502;6;0,2;2;72;0,25;0,166666667;0,5;0;0,333333333;0;0,333333333;0;0,25;0;
10.1001/jama.2012.270;57210710879;4;0,333333333;2;1;0,333333333;0,25;0,333333333;0,333333333;0;0;0;0;0,25;0,333333333;
10.1001/jama.2017.2088;56397208800;12;0,181818182;3;50;0,333333333;0;0,333333333;0,5;0,333333333;0,25;0;0,083333333;0;0;
10.1001/jama.2012.9014;7402822411;4;0,333333333;2;43;0,333333333;0,25;0,333333333;0,333333333;0;0;0;0;0,25;0,333333333;
10.1001/jama.2010.490;7101698343;8;0;1;39;0,166666667;0,125;0,333333333;0,333333333;0,2;0;0,333333333;0;0,166666667;0,166666667;
10.1001/jama.2010.1066;7101916855;7;0;1;32;0,142857143;0,166666667;0,2;0,333333333;0,333333333;0;0,142857143;0;0,25;0,25;
10.1001/jama.2010.1066;6701617687;7;0,166666667;2;34;0,142857143;0,166666667;0,2;0,333333333;0,333333333;0;0,142857143;0;0,25;0,25;
10.1001/jama.2010.1066;35554203900;7;1;7;31;0,142857143;0,166666667;0,2;0,333333333;0,333333333;0;0,142857143;0;0,25;0,25;
10.1001/jama.2009.643;7004313199;9;1;9;60;0,25;0,142857143;0,25;0;0,5;0;0,333333333;0;0,142857143;0,2;
10.1001/jama.2010.1567;36886058600;10;0;1;20;0,2;0,1;0,25;0;0,5;0,125;0,25;0;0,25;0,142857143;
10.1001/jama.2009.1204;35418898300;13;0;1;53;0,142857143;0,090909091;0,2;0,333333333;0,5;0,125;0,2;0;0,125;0,1;
10.1001/jama.2012.3424;7006433465;6;0,2;2;33;0,25;0,2;0;0;0,333333333;0,333333333;0;0;0,2;0,5;
10.1001/jama.2014.470;15758293600;6;1;6;25;0,166666667;0,2;0;0,5;0,2;0;0,25;0;0;0,5;
10.1001/jama.2013.7833;35420088500;8;0,714285714;6;44;0;0;0,5;0;0,5;0,2;0,2;0;0,166666667;0,25;
10.1001/jama.2011.1115;7102381732;8;0,428571429;4;103;0,2;0,166666667;0,25;0;0;0,333333333;0,2;0;0,166666667;0,5;
10.1001/jama.2013.129;12796663700;5;0,25;2;18;0,25;0,2;0;0;0,5;0;0,333333333;0;0,2;0,333333333;
10.1001/jama.2009.1356;26643474200;5;0;1;60;0,333333333;0,2;0,5;0;0;0;0,25;0;0,2;0,333333333;
10.1001/jama.2009.1810;7102902623;5;0,25;2;33;0,25;0,2;0;0;0,333333333;0,5;0;0;0,2;0,333333333;
10.1001/jama.2009.1810;7401995850;5;1;5;74;0,25;0,2;0;0;0,333333333;0,5;0;0;0,2;0,333333333;
10.1001/jama.2015.1206;55750748300;5;0;1;10;0,333333333;0,2;0,25;0,5;0;0,333333333;0;0,2;0;0;
10.1001/jama.2009.1738;7005052590;9;0;1;58;0,2;0,125;0,25;0,25;0,333333333;0;0,333333333;0;0,125;0,2;
10.1001/jama.2010.1277;7003751831;9;0;1;54;0,166666667;0,111111111;0,333333333;0;0;0;1;0;0,2;0;
10.1001/jama.2014.7692;9636011200;7;0;1;17;0,25;0,142857143;0,5;0,25;0,5;0;0;0,166666667;0;0;
10.1001/jama.2011.726;36664338600;7;0;1;19;0,166666667;0,142857143;0,5;0,25;0;0;0;0;0,25;0,5;
10.1001/jama.2011.726;22978214100;7;0,166666667;2;26;0,166666667;0,142857143;0,5;0,25;0;0;0;0;0,25;0,5;
10.1001/jama.2015.18118;56179051800;7;0;1;15;0,25;0,25;0,333333333;0,5;0;0,333333333;0;0,142857143;0;0;
10.1001/jama.2010.920;23013579300;7;0,833333333;6;16;0;0,142857143;0;0;0;0,333333333;0,333333333;0;0;1;
10.1001/jama.2014.2138;35582389400;7;0;1;39;0,25;0,142857143;0,333333333;0;0,333333333;0,25;0,333333333;0,166666667;0;0;
10.1001/jama.300.16.1897;22934657000;7;0,333333333;3;2;0,333333333;0,142857143;0,5;0;0;0,5;0;0;0;0,333333333;
10.1001/jama.2013.278344;6701724247;11;1;11;25;0,125;0,090909091;0,166666667;0;0,333333333;0;1;0;0,090909091;0;
10.1001/jama.2011.338;8729078200;13;0;1;52;0,2;0,076923077;0,333333333;0,25;0,333333333;0;0,5;0;0,111111111;0;
10.1001/jama.2014.8735;7003812564;13;1;13;54;0,25;0,1;0,333333333;0,2;0,142857143;0,2;0,5;0,076923077;0;0;
10.1001/jama.2013.285718;7005091532;8;0;1;48;0,166666667;0,125;0,25;0,25;0,333333333;0;0,2;0;0,142857143;0,333333333;
10.1001/jama.2013.285718;7006371521;8;1;8;60;0,166666667;0,125;0,25;0,25;0,333333333;0;0,2;0;0,142857143;0,333333333;
10.1001/jama.2009.1178;7101902574;16;0;1;161;0,25;0,0625;0,5;0;0,333333333;0;0,25;0;0,071428571;0,333333333;
10.1001/jama.2010.1567;7005765736;10;0,333333333;4;82;0,2;0,1;0,25;1;0;0;0;0;0,25;0;
10.1001/jama.2011.1034;7101806215;12;0;1;82;0,2;0,090909091;0,166666667;0;0,5;0,125;0,5;0;0,090909091;0,125;
10.1001/jama.2009.683;7402354998;10;0;1;47;0,142857143;0,1;0,25;0,5;0;0;0,2;0;0,1;0,5;
10.1001/jama.2011.1456;7004922117;7;0,666666667;5;61;0,333333333;0,142857143;0;0;0,333333333;0,5;0,333333333;0;0,142857143;0;
10.1001/jama.2011.817;55959547600;7;1;7;28;0,2;0,166666667;0,25;0;0,5;0;0,5;0;0,166666667;0;
10.1001/jama.2016.2323;7006291449;8;0;1;55;0,2;0,125;0,166666667;0;0,166666667;0;1;0,125;0;0;
10.1001/jama.2015.3474;6602097137;8;0,428571429;4;25;0,166666667;0,125;0,2;1;0;0;0,166666667;0,125;0;0;
10.1001/jama.299.24.2868;7005158815;5;0;1;60;0,25;0;0,25;0,25;0,333333333;0,25;0;0;0,2;0,25;
10.1001/jama.2009.1111;24315243700;5;0;1;19;0,333333333;0,2;0,333333333;0,333333333;0;0;0,333333333;0;0,25;0;
10.1001/jama.2015.1175;57202523168;5;0,5;3;67;0;0,2;0;0;0,333333333;0;1;0,25;0;0;
10.1001/jama.2009.545;7103102534;5;0;1;90;0,333333333;0,2;0,5;0;0,5;0;0;0;0,25;0;
10.1001/jama.2011.942;55819848900;5;0,5;3;20;0,5;0,25;0;0,333333333;0,5;0;0;0;0,2;0;
10.1001/jama.2010.599;35381812400;6;0;1;40;0,2;0;0,25;0;0,5;0;0,25;0;0,25;0,333333333;
10.1001/jama.2011.1499;6508192811;6;0;1;14;0,25;0,166666667;0,2;0;0,333333333;0,333333333;0;0;0,25;0,25;
10.1001/jama.2010.1086;7405966957;7;0;1;42;0;0,25;0,2;0;0,25;0,25;0,333333333;0;0,166666667;0,333333333;
10.1001/jama.2009.141;7102179927;9;0;1;54;0,333333333;0,25;0,166666667;0;0,25;0,166666667;0,333333333;0;0,166666667;0,111111111;
10.1001/jama.2009.141;35235271600;9;1;9;33;0,333333333;0,25;0,166666667;0;0,25;0,166666667;0,333333333;0;0,166666667;0,111111111;
10.1001/jama.2009.377;35584937900;9;0,125;2;12;0,142857143;0,125;0,2;0,25;0,333333333;0;0,333333333;0;0,142857143;0,25;
10.1001/jama.2012.12727;7102462514;8;0,285714286;3;44;0,2;0,125;0,333333333;0;0,333333333;0;0,2;0;0,333333333;0,25;
10.1001/jama.299.17.2027;57203046809;8;1;8;227;0,333333333;0,125;0;0;0,25;0,25;0,333333333;0;0,333333333;0,142857143;
10.1001/jama.2013.1556;7003539169;8;1;8;47;0,25;0,142857143;0,333333333;0,25;0;0,333333333;0;0;0,125;0,333333333;
10.1001/jama.2012.25790;55532102100;8;0,571428571;5;7;0;0,142857143;0;0,5;0;1;0;0;0,125;0;
10.1001/jama.2015.8361;7004693056;8;0,285714286;3;42;0;0,125;0,5;1;0;0;0;0,142857143;0;0;
10.1001/jama.299.18.2172;7006338489;7;0,666666667;5;77;0,2;0,166666667;0;0,166666667;0,333333333;0,5;0,2;0;0,2;0;
10.1001/jama.2013.613;7103092897;7;1;7;53;0,2;0,25;0,2;0;0,333333333;0;0,333333333;0;0,25;0,2;
10.1001/jama.2013.5566;36078415500;11;0;1;34;0,25;0,1;0,333333333;0;0,166666667;0,2;0,5;0;0,090909091;0,125;
10.1001/jama.2014.7862;7005785933;9;0;1;46;0,142857143;0,111111111;0,5;0,25;0,2;0,2;0,25;0,111111111;0;0;
10.1001/jama.2010.262;24759536300;17;0;1;28;0,111111111;0,058823529;0,5;0,333333333;0,058823529;0,5;0;0;0,058823529;0,142857143;
10.1001/jama.2010.262;7005073491;17;1;17;72;0,111111111;0,058823529;0,5;0,333333333;0,058823529;0,5;0;0;0,058823529;0,142857143;
10.1001/jama.2015.2928;7005707386;14;0;1;71;0,25;0,071428571;0,333333333;0,142857143;0,5;0,142857143;0,25;0,071428571;0;0;
10.1001/jama.2013.4919;6603258919;13;0,166666667;3;36;0,142857143;0,090909091;0,1;0;0;1;0,2;0;0,083333333;0,142857143;
10.1001/jama.2013.8267;55336190800;7;0;1;10;0,25;0,166666667;0,166666667;0,166666667;0,5;0,166666667;0;0;0,142857143;0,2;
10.1001/jama.2013.8267;7005591662;7;1;7;48;0,25;0,166666667;0,166666667;0,166666667;0,5;0,166666667;0;0;0,142857143;0,2;
10.1001/jama.2013.280532;14012509900;7;0,166666667;2;51;0,2;0,142857143;0,333333333;0;0,5;0,25;0;0;0;0,333333333;
10.1001/jama.2016.3775;7005920025;16;1;16;67;0,2;0;0,2;0,125;0,333333333;0,5;0,333333333;0,066666667;0;0;
10.1001/jama.2012.9624;16023546600;10;0;1;23;0,2;0,1;1;0,333333333;0;0;0;0;0,125;0;
10.1001/jama.2009.1232;7004969189;17;1;17;65;0,2;0,0625;0,2;0,25;0,25;0,111111111;0,5;0;0,071428571;0,111111111;
10.1001/jama.299.3.316;55436652400;9;0,125;2;66;0,25;0,111111111;0,5;0;0,25;0;0,5;0;0;0,142857143;
10.1001/jama.2013.2773;55653934500;9;0,875;8;1;0,125;0,111111111;0,142857143;0;0,25;0,5;0;0;0,125;0,5;
10.1001/jama.2010.1710;7102848510;13;0;1;75;0,25;0,083333333;0,142857143;0,333333333;0,2;0,111111111;0,333333333;0;0,2;0,1;
10.1001/jama.2015.1108;55508155400;11;0;1;5;0,25;0,125;0,166666667;0,333333333;0,333333333;0,111111111;0,333333333;0,1;0;0;
10.1001/jama.2015.1108;7005727149;11;0,1;2;46;0,25;0,125;0,166666667;0,333333333;0,333333333;0,111111111;0,333333333;0,1;0;0;
10.1001/jama.2016.3010;7401988445;12;0;1;25;0,25;0,083333333;1;0,333333333;0;0;0;0,083333333;0;0;
10.1001/jama.2010.533;7401831506;8;0;1;76;0,166666667;0;0,333333333;0;0,333333333;0;0,5;0;0,166666667;0,25;
10.1001/jama.2009.1307;7006799102;4;1;4;38;0,25;0,25;0;0,5;0;0;0;0;0,5;0,25;
10.1001/jama.2010.1297;35436272200;4;0,333333333;2;16;0,25;0,333333333;0;0;0;0,333333333;0,333333333;0;0;0,5;
10.1001/jama.2011.1474;7601488433;4;0,666666667;3;57;0;0,5;0;1;0;0;0;0;0,25;0;
10.1001/jama.2010.1568;7004203013;4;0,333333333;2;43;0,5;0,333333333;0,25;0,333333333;0;0;0;0;0,333333333;0;
10.1001/jama.2010.1735;7202405572;5;1;5;55;0,2;0,2;0,2;0;0,2;0,25;0,5;0;0,2;0;
10.1001/jama.2014.10707;56730290700;6;0;1;37;0,333333333;0,166666667;0,25;0;0,333333333;0;0,5;0,166666667;0;0;
10.1001/jama.2014.10707;7401438586;6;0,8;5;50;0,333333333;0,166666667;0,25;0;0,333333333;0,5;0;0,166666667;0;0;
10.1001/jama.2015.3077;7404463733;6;0;1;14;0,25;0,166666667;0,25;0,25;0,333333333;0;0,333333333;0,166666667;0;0;
10.1001/jama.2013.283980;7003460189;6;0,2;2;55;0;0,166666667;0,5;0,5;0,333333333;0;0;0;0,25;0;
10.1001/jama.2013.283980;7102760992;6;1;6;118;0,5;0,166666667;0;0;0,333333333;0;0,5;0;0,25;0;
10.1001/jama.2010.78;57208233149;6;0;1;29;0;0,166666667;0,5;0,333333333;0;0;0;0;0,25;0,5;
10.1001/jama.2012.6183;7005236782;6;0,2;2;51;0,25;0,166666667;0,5;0,5;0;0;0;0;0,333333333;0;
10.1001/jama.2009.1729;7004499490;6;1;6;38;0,333333333;0,333333333;0;0;0,25;0,5;0;0;0;0,333333333;
10.1001/jama.2011.188;55408023300;9;0;1;51;0,25;0,125;0,333333333;0,333333333;0,25;0,333333333;0;0;0,125;0;
10.1001/jama.2013.3527;7102191651;12;1;12;135;0,166666667;0,090909091;0,2;0;0,333333333;0,142857143;0,5;0;0,2;0,111111111;
10.1001/jama.2011.468;7004267461;10;0;1;42;0,2;0,1;1;0;0;0;0,333333333;0;0,111111111;0;
10.1001/jama.2014.18399;7003804463;11;0,1;2;64;0,125;0,090909091;0,166666667;0,5;0,25;0;0,5;0,111111111;0;0;
10.1001/jama.2015.0956;7004367517;13;1;13;57;0,25;0,076923077;0,333333333;0;0;0;1;0,083333333;0;0;
10.1001/jama.2010.1843;16230195600;8;0;1;11;0,25;0,125;0,5;0,333333333;0;0;0;0;0,2;0,333333333;
10.1001/jama.2009.639;7005331011;13;1;13;108;0,25;0,083333333;0,333333333;0;0,333333333;0,111111111;0,5;0;0,125;0;
10.1001/jama.2017.5283;57210198460;7;0;1;24;0;0,142857143;0,2;0,25;0;0;1;0,142857143;0;0;
